Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
H1,MountingHole_Pad,MountingHole_2.2mm_M2_Pad,93.3,-37.6,0.0,top
H6,MountingHole_Pad,MountingHole_2.2mm_M2_Pad,89.425,-141.275,0.0,top
